Parent and Person SubClassOf Father,  False.
Female SubClassOf Thing and (hasSex some (OffSpring and Woman)),  True for
Thing and (hasSex some (OffSpring and Thing)) SubClassOf Thing and (hasSex some (OffSpring and Thing)),  True for
Thing SubClassOf Thing and (hasSex some (OffSpring and Thing)),  True for
Person SubClassOf Thing and (hasSex some (OffSpring and Thing)),  True for
Sex SubClassOf Thing and (hasSex some (OffSpring and Thing)),  True for
GrandMother SubClassOf OffSpring and Thing,  False,
Thing SubClassOf OffSpring and Thing,  True for
Son SubClassOf OffSpring and Thing,  True for
Female SubClassOf OffSpring and Thing,  True,
hasChild some Parent SubClassOf Child,  True.
hasChild some Parent SubClassOf GrandMother,  It is
hasChild some Parent SubClassOf Son,  True,
Parent SubClassOf Son,  False.
Thing SubClassOf Thing and (hasChild some (Parent and Thing)),  True,
Thing and (hasChild some Parent) and (hasChild some Thing) SubClassOf Thing and (hasChild some (Parent and Thing)),  The first
Thing and (hasChild some Parent) and (hasChild some Thing) SubClassOf Son,  I cannot
Thing and (hasChild some (Parent and Thing)) SubClassOf Thing and (hasChild some (Parent and Thing)),  True.
Thing and (hasChild some Thing) SubClassOf Son,  False.
Sister SubClassOf hasParent some Child,  False.
Child and Daughter SubClassOf Brother,  False.
hasSex some Sex SubClassOf Mother,  False.
Man SubClassOf hasSibling some Son,  False.
Person and Sibling SubClassOf Son,  False.
Father and Mother SubClassOf Parent,  True.
Father and Mother SubClassOf GrandMother,  False.
Father and Mother SubClassOf Female,  False.
Father and Mother SubClassOf Child,  False.
Father and Mother SubClassOf Brother,  False.
Mother SubClassOf Parent,  False.
GrandParent and Parent SubClassOf Woman,  False.
hasParent some Sibling SubClassOf OffSpring, False.
GrandMother and Sex SubClassOf Child,  False.
GrandParent SubClassOf hasSex some Parent,  False.
Sibling SubClassOf hasChild some Male,  False.
GrandFather and Sex SubClassOf OffSpring,  False.
Sister SubClassOf hasParent some Sister,  False.
Man and Sister SubClassOf Sibling,  False.
GrandParent and Person SubClassOf GrandMother,  False.
Female and OffSpring SubClassOf GrandMother,  False.
Child SubClassOf hasSibling some Son,  False.
GrandFather and Man SubClassOf Parent,  False.
Sibling SubClassOf hasChild some Mother,  False.
GrandFather SubClassOf hasSex some Mother,  False.
Brother and Male SubClassOf Woman,  False.
Brother and Father SubClassOf Female,  False.
Man SubClassOf Brother,  False.
GrandParent and Person SubClassOf Mother,  False.
hasChild some Child SubClassOf OffSpring,  True if
Male and OffSpring SubClassOf Son,  False.
Child SubClassOf hasParent some Son,  False.
Daughter and Sibling SubClassOf Male,  False.
Mother and Son SubClassOf Child,  False.
Father and GrandFather SubClassOf Sibling,  False.
hasSex some Man SubClassOf Sex,  False.
hasSibling some GrandParent SubClassOf Female,  False.
Child and Woman SubClassOf GrandParent,  False.
Male and Parent SubClassOf GrandFather,  False.
Male and Person SubClassOf Sibling,  False.
Daughter SubClassOf hasSex some Sibling,  False.
Sibling and Sister SubClassOf Daughter,  False.
Child and Daughter SubClassOf Mother,  False.
Mother SubClassOf hasChild some Brother,  False.
Sister SubClassOf hasSex some Father,  False.
hasSibling some Person SubClassOf OffSpring,  True.
hasSibling some Person SubClassOf GrandMother,  False.
hasSibling some Person SubClassOf Son,  False.
hasSibling some Person SubClassOf Female,  False.
hasSibling some Person SubClassOf Father,  False.
hasSibling some Person SubClassOf Child,  False.
hasSibling some Person SubClassOf Person,  True.
Person SubClassOf Person,  False,
Thing SubClassOf Thing and (hasSibling some (Person and Thing)),  False,
Person and Thing SubClassOf GrandMother,  False.
Person and Thing SubClassOf Son,  False.
Person and Thing SubClassOf Female,  False.
Person and Thing SubClassOf Father,  False.
Person and Thing SubClassOf Child,  False.
Person and Thing SubClassOf Brother,  False.
Person and Thing SubClassOf Parent,  False.
Person and Thing SubClassOf Daughter,  False.
Person and Thing SubClassOf Man,  False.
Person and Thing SubClassOf Mother,  False.
Person and Thing SubClassOf GrandParent,  False.
Person and Thing SubClassOf Sex,  False.
Person and Thing SubClassOf Sister,  False.
Person and Thing SubClassOf OffSpring,  False.
Person and Thing SubClassOf Woman,  False.
Person and Thing SubClassOf Male,  False.
Person and Thing SubClassOf Sibling,  False.
Person and Thing SubClassOf GrandFather,  False.
Thing and (hasSibling some Person) and (hasSibling some Thing) SubClassOf Thing and (hasSibling some (Person and Thing)),  False.
Thing and (hasSibling some Person) and (hasSibling some Thing) SubClassOf Person,  False.
Thing and (hasSibling some (Person and Thing)) SubClassOf Thing and (hasSibling some (Person and Thing)),  False.
Thing and (hasSibling some (Person and Thing)) SubClassOf Person,  False.
GrandFather SubClassOf Brother,  False.
Man and Sex SubClassOf Father,  False.
GrandParent and Parent SubClassOf Sister,  False.
hasChild some Person SubClassOf Man,  True,
hasChild some Person SubClassOf GrandMother,  False.
hasChild some Person SubClassOf Son,  False.
hasChild some Person SubClassOf Female,  False.
hasChild some Person SubClassOf Father,  False.
hasChild some Person SubClassOf Child,  False.
hasChild some Person SubClassOf Brother,  False.
hasChild some Person SubClassOf Parent,  True.
Thing SubClassOf Thing and (hasChild some (Person and Thing)),  False,
Thing and (hasChild some Person) and (hasChild some Thing) SubClassOf Thing and (hasChild some (Person and Thing)),  The answers
Thing and (hasChild some Person) and (hasChild some Thing) SubClassOf Parent, False.
Thing and (hasChild some (Person and Thing)) SubClassOf Thing and (hasChild some (Person and Thing)),  True.
Thing and (hasChild some Thing) SubClassOf Parent,  False.
Daughter and GrandMother SubClassOf Father,  False.
OffSpring and Sibling SubClassOf GrandParent,  Offspring
Female and Son SubClassOf GrandFather,  False.
Daughter SubClassOf hasParent some GrandMother,  False.
Sex SubClassOf hasSibling some GrandMother,  False.
GrandMother SubClassOf hasChild some Man,  False.
Mother and Parent SubClassOf GrandFather,  False.
hasParent some OffSpring SubClassOf Man,  False.
hasSex some Sex SubClassOf Child,  False.
Man and OffSpring SubClassOf GrandParent,  False.
Person and Woman SubClassOf Parent,  False.
Man and Sex SubClassOf Woman,  False.
Father and GrandMother SubClassOf Daughter,  False.
Male SubClassOf hasSibling some Man,  True.
GrandMother SubClassOf hasSibling some Man,  False.
Thing SubClassOf hasSibling some Man,  False.
Son SubClassOf hasSibling some Man,  False.
Female SubClassOf hasSibling some Man,  False.
Father SubClassOf hasSibling some Man,  False.
Child SubClassOf hasSibling some Man,  False.
Person SubClassOf hasSibling some Man,  False.
Brother SubClassOf hasSibling some Man,  False.
Parent SubClassOf hasSibling some Man,  False.
Daughter SubClassOf hasSibling some Man,  False.
Man SubClassOf hasSibling some Man,  False.
Mother SubClassOf hasSibling some Man,  False.
GrandParent SubClassOf hasSibling some Man,  False.
Sister SubClassOf hasSibling some Man,  False.
OffSpring SubClassOf hasSibling some Man,  False.
Woman SubClassOf hasSibling some Man,  False.
Thing and (hasSibling some Man) SubClassOf Thing and (hasSibling some Man),  True.
Brother SubClassOf Man,  False.
Parent SubClassOf Man,  False.
GrandParent SubClassOf Man,  False.
OffSpring SubClassOf Man and Thing,  Offspring
OffSpring SubClassOf Man and Person and Thing,  Offspring
Male and Sibling SubClassOf GrandMother,  False.
hasChild some OffSpring SubClassOf Sex,  False.
GrandMother SubClassOf hasChild some Son,  False.
Child and Son SubClassOf Male,  True.
Child and Son SubClassOf GrandMother,  False.
Child and Son SubClassOf Female,  False.
Child and Son SubClassOf Father,  False.
Child and Son SubClassOf Parent,  In object
Child and Son SubClassOf Daughter,  False.
Child and Son SubClassOf Man,  True.
Sex and Sibling SubClassOf OffSpring,  True.
Sex and Sibling SubClassOf GrandMother,  False.
Sex and Sibling SubClassOf Son,  False.
Sex and Sibling SubClassOf Female,  False.
Sex and Sibling SubClassOf Father,  False.
Sex and Sibling SubClassOf Person,  True.
hasSibling some GrandParent SubClassOf Son,  False.
Father and Sibling SubClassOf Son,  False.
hasParent some Man SubClassOf Child,  False.
hasSibling some Parent SubClassOf Father,  False.
Mother SubClassOf hasChild some Parent,  False.
GrandFather and Son SubClassOf Woman,  False.
GrandMother and Man SubClassOf GrandParent,  True.
GrandMother and Man SubClassOf Son,  False.
GrandMother and Man SubClassOf Father,  False.
GrandMother and Man SubClassOf Child,  False.
GrandMother and Man SubClassOf Brother,  False.
GrandMother and Man SubClassOf Parent,  True.
Man SubClassOf Parent,  False.
Brother and Man SubClassOf Sex,  False.
GrandParent and Son SubClassOf OffSpring,  False.
Male and Sibling SubClassOf OffSpring,  False.
Parent and Sex SubClassOf Daughter,  False.
Brother and Man SubClassOf Daughter,  False.
Father SubClassOf hasSex some Mother,  False.
GrandFather SubClassOf hasChild some Sex,  False.
hasParent some Son SubClassOf Brother,  False.
hasSibling some Male SubClassOf Mother,  False.
Brother and Sex SubClassOf Woman,  False.
Person and Sibling SubClassOf Child,  False.
Brother and Man SubClassOf Father,  False.
GrandParent and Woman SubClassOf Sister,  False.
Child and Sibling SubClassOf Man,  True (
Female and Parent SubClassOf Father,  False.
hasSibling some Male SubClassOf GrandParent,  False.
Sister SubClassOf hasSex some GrandParent,  False.
Mother and Sex SubClassOf Daughter,  False.
GrandFather SubClassOf hasChild some GrandFather,  False.
Parent SubClassOf hasSibling some Person,  False.
Brother and OffSpring SubClassOf Sibling,  False.
Child SubClassOf hasParent some Sibling,  False.
Daughter and Person SubClassOf Brother,  False.
Man SubClassOf hasSex some OffSpring,  False.
Person SubClassOf hasChild some Brother,  False.
Parent SubClassOf hasParent some Son,  False.
GrandFather SubClassOf hasSex some Male,  False.
Brother and Child SubClassOf Sex,  False.
GrandParent and Mother SubClassOf OffSpring,  False.
OffSpring and Sibling SubClassOf Brother,  Offspring
Father and Son SubClassOf Child,  False.
GrandFather and Male SubClassOf Child,  False.
Sex and Son SubClassOf Parent,  False.
Brother and GrandMother SubClassOf Male,  False.
OffSpring and Son SubClassOf GrandFather,  Offspring
Parent SubClassOf hasChild some Man,  False.
Female and Sex SubClassOf GrandParent,  False.
Mother and OffSpring SubClassOf GrandFather,  False.
Brother and GrandFather SubClassOf Person,  False.
hasParent some GrandMother SubClassOf Father,  False.
hasSibling some Father SubClassOf Daughter,  False.
Brother and Parent SubClassOf GrandParent,  False.
hasChild some Son SubClassOf Daughter,  It is
Male and Sister SubClassOf Daughter,  False.
GrandParent and Male SubClassOf Female,  False.
hasSex some Sibling SubClassOf Female,  False.
GrandMother and Person SubClassOf Brother,  False.
Child and Father SubClassOf Parent,  False.
Father and Son SubClassOf GrandMother,  False.
GrandParent and Parent SubClassOf Man,  False.
Man and Sibling SubClassOf Father,  False.
GrandMother and Woman SubClassOf GrandFather,  False.
Female and GrandParent SubClassOf Sister,  False.
Brother and Sibling SubClassOf Sister,  False.
GrandMother and Sister SubClassOf GrandFather,  False.
Father SubClassOf hasSibling some Brother,  False.
GrandParent SubClassOf Parent,  False.
Sister and Son SubClassOf Male,  False.
hasParent some Person SubClassOf Son,  False.
Mother and Sibling SubClassOf Male,  False.
Female and Woman SubClassOf Male,  False.
Father SubClassOf hasSex some GrandMother,  False.
Female and GrandParent SubClassOf Parent,  False.
Man SubClassOf hasParent some Person,  True.
Man SubClassOf GrandMother,  False.
Man SubClassOf Father,  False.
Man SubClassOf Child,  False.
Man SubClassOf Daughter,  False.
Man SubClassOf Mother,  False.
Man SubClassOf GrandParent,  False.
Man SubClassOf Sister,  False.
Man SubClassOf Woman,  False.
Man SubClassOf Male,  False:
Man SubClassOf Sibling,  False.
Man SubClassOf GrandFather,  False.
Female SubClassOf Person and Thing and (hasParent some Person),  True for
Female SubClassOf Sex and Thing and (hasParent some Person),  True for
Female SubClassOf Woman and Thing and (hasParent some Person),  True for
Female SubClassOf Thing and (hasParent some (Person and Thing)),  True for
Female SubClassOf Thing and (hasParent some (Female and Person)),  True for
Female SubClassOf Thing and (hasParent some (Person and Sex)),  True for
Female SubClassOf Thing and (hasParent some (Person and Woman)),  True,
Thing and (hasParent some (Person and Woman and Thing)) SubClassOf Thing and (hasParent some (Person and Woman and Thing)),  True for
Thing SubClassOf Thing and (hasParent some (Person and Woman and Thing)),  True for
Person SubClassOf Thing and (hasParent some (Person and Woman and Thing)),  True for
Sex SubClassOf Thing and (hasParent some (Person and Woman and Thing)),  False for
Thing SubClassOf Person and Woman and Thing,  False.
Son SubClassOf Person and Woman and Thing,  1
Father SubClassOf Person and Woman and Thing,  Here are
Child SubClassOf Person and Woman and Thing,  Here are
Person SubClassOf Person and Woman and Thing,  Person is
Brother SubClassOf Person and Woman and Thing,  Brother is
Parent SubClassOf Person and Woman and Thing,  Here are
Man SubClassOf Person and Woman and Thing,  1
Mother SubClassOf Person and Woman and Thing,  Mother is
GrandParent SubClassOf Person and Woman and Thing,  False:
Sex SubClassOf Person and Woman and Thing, False.
OffSpring SubClassOf Person and Woman and Thing,  Offspring
Male SubClassOf Person and Woman and Thing,  False:
Sibling SubClassOf Person and Woman and Thing,  Sibling
GrandFather SubClassOf Person and Woman and Thing,  False:
Female and OffSpring and Person and Sex and Woman and Thing and (hasParent some (Person and Woman and Thing)) SubClassOf Female and OffSpring and Person and Sex and Woman and Thing and (hasParent some (Person and Woman and Thing)),  Here are
Thing SubClassOf Female and OffSpring and Person and Sex and Woman and Thing and (hasParent some (Person and Woman and Thing)),  False for
Person SubClassOf Female and OffSpring and Person and Sex and Woman and Thing and (hasParent some (Person and Woman and Thing)),  False.
Sex SubClassOf Female and OffSpring and Person and Sex and Woman and Thing and (hasParent some (Person and Woman and Thing)),  Here are
Female SubClassOf Female and OffSpring and Person and Sex and Woman and Thing and (hasParent some (Female and Person and Woman and Thing)),  Here are
Female SubClassOf Female and OffSpring and Person and Sex and Woman and Thing and (hasParent some (Person and Sex and Woman and Thing)),  Here are
Female and Man and OffSpring and Person and Sex and Woman and Thing and (hasParent some (Person and Woman and Thing)) SubClassOf Female and Man and OffSpring and Person and Sex and Woman and Thing and (hasParent some (Person and Woman and Thing)),  Here are
Thing SubClassOf Female and Man and OffSpring and Person and Sex and Woman and Thing and (hasParent some (Person and Woman and Thing)),  False for
Person SubClassOf Female and Man and OffSpring and Person and Sex and Woman and Thing and (hasParent some (Person and Woman and Thing)),  Here are
Sex SubClassOf Female and Man and OffSpring and Person and Sex and Woman and Thing and (hasParent some (Person and Woman and Thing)),  Here are
Sibling and Sister SubClassOf Parent,  False.
Daughter and OffSpring SubClassOf Sister,  False.
Sex and Son SubClassOf Sister,  False.
GrandParent and Mother SubClassOf Brother,  False.
Sister SubClassOf hasChild some Parent,  False.
GrandFather and Sibling SubClassOf Son,  False.
Female and Sibling SubClassOf Son,  False.
Father and GrandParent SubClassOf Child,  False.
Woman SubClassOf hasChild some OffSpring,  I cannot
Mother SubClassOf hasSex some OffSpring,  False.
Brother and Sister SubClassOf Child,  False.
Man and Woman SubClassOf Child,  False.
hasSex some Father SubClassOf Parent,  False.
hasChild some Sex SubClassOf Male,  False.
GrandParent SubClassOf Brother,  False.
Person SubClassOf hasSibling some Son,  False.
Man and Sister SubClassOf Brother,  False.
Mother SubClassOf hasParent some Sibling,  False.
OffSpring SubClassOf hasSibling some Person,  False.
Person and Sex SubClassOf Daughter,  False.
hasChild some Mother SubClassOf Mother,  True.
hasChild some Mother SubClassOf GrandMother,  False.
hasChild some Mother SubClassOf Son,  False.
hasChild some Mother SubClassOf Female,  True.
Thing SubClassOf Thing and (hasChild some (Mother and Thing)),  False,
Mother and Thing SubClassOf GrandMother,  False.
Mother and Thing SubClassOf Son,  False.
Mother and Thing SubClassOf Female,  False.
Mother and Thing SubClassOf Father,  False.
Mother and Thing SubClassOf Child,  False.
Mother and Thing SubClassOf Person,  False.
Mother and Thing SubClassOf Brother,  False.
Mother and Thing SubClassOf Parent,  False.
Mother and Thing SubClassOf Daughter,  False.
Mother and Thing SubClassOf Man,  False.
Mother and Thing SubClassOf GrandParent,  False.
Mother and Thing SubClassOf Sex,  False.
Mother and Thing SubClassOf Sister,  False.
Mother and Thing SubClassOf OffSpring,  False.
Mother and Thing SubClassOf Woman,  False.
Mother and Thing SubClassOf Male,  False.
Mother and Thing SubClassOf Sibling,  False.
Mother and Thing SubClassOf GrandFather,  False.
Thing and (hasChild some Mother) and (hasChild some Thing) SubClassOf Thing and (hasChild some (Mother and Thing)),  True for
Thing and (hasChild some Mother) and (hasChild some Thing) SubClassOf Female,  False.
Thing and (hasChild some (Mother and Thing)) SubClassOf Thing and (hasChild some (Mother and Thing)),  True for
Thing and (hasChild some (Mother and Thing)) SubClassOf Female,  True.
Thing and (hasChild some Thing) SubClassOf Female,  False.
Man and Parent SubClassOf GrandParent,  False.
GrandFather and Sex SubClassOf Woman,  False.
Man and Son SubClassOf Female,  False.
Child and Male SubClassOf Brother,  False.
hasParent some Parent SubClassOf Mother,  False.
Brother and Person SubClassOf OffSpring,  False.
Son and Woman SubClassOf Brother,  False.
Child and OffSpring SubClassOf Father,  False.
Female and Sister SubClassOf GrandFather,  False.
GrandFather and Man SubClassOf GrandParent,  False.
Parent and Son SubClassOf Sister,  False.
hasChild some Male SubClassOf Sibling,  False.
Child and Sex SubClassOf GrandFather,  False.
OffSpring and Parent SubClassOf Female,  False.
hasParent some Sibling SubClassOf Sibling,  False.
hasSibling some Female SubClassOf Sibling,  True.
hasSibling some Female SubClassOf Father,  False.
hasSibling some Female SubClassOf Child,  False.
hasSibling some Female SubClassOf Brother,  False.
hasSibling some Female SubClassOf Parent,  True.
Female and Man and OffSpring and Person and Sex and Woman and Thing SubClassOf Female and Man and OffSpring and Person and Sex and Woman and Thing and (hasSibling some (Female and Man and OffSpring and Person and Sex and Woman and Thing)),  Here are
Female and Man and OffSpring and Person and Sex and Woman and Thing SubClassOf GrandMother,  False.
Female and Man and OffSpring and Person and Sex and Woman and Thing SubClassOf Son,  False for
Female and Man and OffSpring and Person and Sex and Woman and Thing SubClassOf Father,  False.
Female and Man and OffSpring and Person and Sex and Woman and Thing SubClassOf Child,  False for
Female and Man and OffSpring and Person and Sex and Woman and Thing SubClassOf Brother,  False.
Female and Man and OffSpring and Person and Sex and Woman and Thing SubClassOf Parent,  False for
Female and Man and OffSpring and Person and Sex and Woman and Thing SubClassOf Daughter,  False.
Female and Man and OffSpring and Person and Sex and Woman and Thing SubClassOf Mother,  False.
Female and Man and OffSpring and Person and Sex and Woman and Thing SubClassOf GrandParent,  False.
Female and Man and OffSpring and Person and Sex and Woman and Thing SubClassOf Sister,  False.
Female and Man and OffSpring and Person and Sex and Woman and Thing SubClassOf Male,  False for
Female and Man and OffSpring and Person and Sex and Woman and Thing SubClassOf Sibling,  False for
Female and Man and OffSpring and Person and Sex and Woman and Thing SubClassOf GrandFather,  False.
Female and Man and OffSpring and Person and Sex and Woman and Thing and (hasSibling some Female) and (hasSibling some (Man and OffSpring and Person and Sex and Woman and Thing)) SubClassOf Female and Man and OffSpring and Person and Sex and Woman and Thing and (hasSibling some (Female and Man and OffSpring and Person and Sex and Woman and Thing)),  It is
Female and Man and OffSpring and Person and Sex and Woman and Thing and (hasSibling some Female) and (hasSibling some (Man and OffSpring and Person and Sex and Woman and Thing)) SubClassOf Parent,  False.
Female and Man and OffSpring and Person and Sex and Woman and Thing and (hasSibling some (Female and Man and OffSpring and Person and Sex and Woman and Thing)) SubClassOf Female and Man and OffSpring and Person and Sex and Woman and Thing and (hasSibling some (Female and Man and OffSpring and Person and Sex and Woman and Thing)),  True for
Female and Man and OffSpring and Person and Sex and Woman and Thing and (hasSibling some (Female and Man and OffSpring and Person and Sex and Woman and Thing)) SubClassOf Parent,  True.
Man and OffSpring and Person and Sex and Woman and Thing and (hasSibling some (Female and Man and OffSpring and Person and Sex and Woman and Thing)) SubClassOf Parent,  True.
OffSpring and Person and Sex and Woman and Thing and (hasSibling some (Female and Man and OffSpring and Person and Sex and Woman and Thing)) SubClassOf Parent,  True.
Person and Sex and Woman and Thing and (hasSibling some (Female and Man and OffSpring and Person and Sex and Woman and Thing)) SubClassOf Parent,  False.
OffSpring and Sex and Woman and Thing and (hasSibling some (Female and Man and OffSpring and Person and Sex and Woman and Thing)) SubClassOf Parent,  False.
OffSpring and Person and Woman and Thing and (hasSibling some (Female and Man and OffSpring and Person and Sex and Woman and Thing)) SubClassOf Parent,  True.
OffSpring and Person and Thing and (hasSibling some (Female and Man and OffSpring and Person and Sex and Woman and Thing)) SubClassOf Parent,  False.
OffSpring and Person and Woman and Thing and (hasSibling some (Man and OffSpring and Person and Sex and Woman and Thing)) SubClassOf Parent,  True.
OffSpring and Person and Woman and Thing and (hasSibling some (OffSpring and Person and Sex and Woman and Thing)) SubClassOf Parent,  True.
OffSpring and Person and Woman and Thing and (hasSibling some (Person and Sex and Woman and Thing)) SubClassOf Parent,  True.
OffSpring and Person and Woman and Thing and (hasSibling some (Sex and Woman and Thing)) SubClassOf Parent,  True.
OffSpring and Person and Woman and Thing and (hasSibling some (Woman and Thing)) SubClassOf Parent,  False.
OffSpring and Person and Woman and Thing and (hasSibling some (Sex and Thing)) SubClassOf Parent,  True.
Son SubClassOf hasParent some Daughter,  False.
Male SubClassOf hasSibling some Daughter,  False.
hasParent some Parent SubClassOf Male,  False.
GrandMother SubClassOf hasParent some GrandMother,  False.
Father SubClassOf hasParent some Sister,  False.
Sex and Sister SubClassOf Parent,  False.
GrandMother and Male SubClassOf Sister,  False.
hasSex some Daughter SubClassOf Sister,  False.
Woman SubClassOf hasChild some Father,  False.
Person SubClassOf hasSibling some GrandFather,  False.
hasSibling some Sex SubClassOf GrandMother,  False.
Brother and Sister SubClassOf GrandMother,  False.
Male SubClassOf hasParent some GrandFather,  False.
Parent and Woman SubClassOf GrandParent,  False.
Man and Mother SubClassOf Daughter,  False.
Person SubClassOf hasSex some Sibling,  False.
hasSibling some Sibling SubClassOf Man,  True.
hasSibling some Sibling SubClassOf Brother,  True.
Person and Thing SubClassOf Person and Thing and (hasSibling some (Sibling and Thing)),  False.
Person and Thing and (hasSibling some Sibling) and (hasSibling some Thing) SubClassOf Person and Thing and (hasSibling some (Sibling and Thing)),  False.
Person and Thing and (hasSibling some Sibling) and (hasSibling some Thing) SubClassOf Brother,  False.
Person and Thing and (hasSibling some (Sibling and Thing)) SubClassOf Person and Thing and (hasSibling some (Sibling and Thing)),  I'
Person and Thing and (hasSibling some (Sibling and Thing)) SubClassOf Brother,  False.
Thing and (hasSibling some (Sibling and Thing)) SubClassOf Brother,  True.
Thing and (hasSibling some Thing) SubClassOf Brother,  True.
Man and OffSpring SubClassOf Brother,  False.
Daughter SubClassOf hasChild some Sibling,  False.
Father and Man SubClassOf Daughter,  False.
hasChild some Son SubClassOf Sex,  False.
GrandParent SubClassOf hasSibling some GrandFather,  False.
Sex and Sister SubClassOf GrandMother,  False.
Daughter SubClassOf hasSibling some GrandMother,  False.
hasParent some Son SubClassOf Man,  False.
Daughter and Man SubClassOf Child,  False.
Person and Sibling SubClassOf Sister,  False.
GrandFather SubClassOf Father,  False.
Father and Person SubClassOf Mother,  False.
hasChild some Woman SubClassOf Child,  False.
Sister SubClassOf hasSibling some Son,  False.
OffSpring and Son SubClassOf Parent,  True,
OffSpring and Son SubClassOf GrandMother,  False.
OffSpring and Son SubClassOf Female,  False.
OffSpring and Son SubClassOf Father,  False.
OffSpring and Son SubClassOf Child,  False.
OffSpring and Son SubClassOf Brother,  False.
Male and Son SubClassOf Parent,  False.
Father and Sibling SubClassOf Child,  False.
Father and Male SubClassOf Daughter,  False.
Parent SubClassOf hasSex some GrandMother,  False.
Sister SubClassOf hasParent some Mother,  False.
Female SubClassOf hasParent some Father,  False.
Brother SubClassOf hasSibling some Father,  False.
GrandParent SubClassOf hasChild some GrandParent,  False.
Daughter and Person SubClassOf GrandParent,  False.
Person and Sibling SubClassOf OffSpring,  False.
hasParent some GrandParent SubClassOf Child,  False.
Male SubClassOf hasParent some Mother,  False.
Person SubClassOf hasSex some Woman,  False.
Female SubClassOf hasChild some OffSpring,  I'
Father and Female SubClassOf Son,  False.
GrandFather and Mother SubClassOf Woman,  False.
Child and Sex SubClassOf Male,  True.
Child and Sex SubClassOf GrandMother,  False.
Child and Sex SubClassOf Female,  False.
Child and Sex SubClassOf Father,  False.
Child and Sex SubClassOf Brother,  False.
Child and Sex SubClassOf Parent,  False.
Child and Sex SubClassOf Daughter,  False.
Child and Sex SubClassOf Man,  True.
hasSex some Brother SubClassOf Male,  True.
hasSex some Brother SubClassOf GrandMother,  False.
hasSex some Brother SubClassOf Son,  False.
hasSex some Brother SubClassOf Female,  False.
hasSex some Brother SubClassOf Father,  False.
hasSex some Brother SubClassOf Child,  False.
hasSex some Brother SubClassOf Person,  False.
hasSex some Brother SubClassOf Brother,  True.
Brother SubClassOf Brother,  False.
Thing SubClassOf Thing and (hasSex some (Brother and Thing)),  True for
Brother and Thing SubClassOf GrandMother,  False.
Brother and Thing SubClassOf Son,  False.
Brother and Thing SubClassOf Female,  False.
Brother and Thing SubClassOf Father,  False.
Brother and Thing SubClassOf Child,  False.
Brother and Thing SubClassOf Person,  False.
Brother and Thing SubClassOf Parent,  False.
Brother and Thing SubClassOf Daughter,  False.
Brother and Thing SubClassOf Man,  False.
Brother and Thing SubClassOf Mother,  False.
Brother and Thing SubClassOf GrandParent,  False.
Brother and Thing SubClassOf Sex,  False.
Brother and Thing SubClassOf Sister,  False.
Brother and Thing SubClassOf OffSpring,  False.
Brother and Thing SubClassOf Woman,  False.
Brother and Thing SubClassOf Male,  False.
Brother and Thing SubClassOf Sibling,  False.
Brother and Thing SubClassOf GrandFather,  False.
Thing and (hasSex some Brother) and (hasSex some Thing) SubClassOf Thing and (hasSex some (Brother and Thing)),  The first
Thing and (hasSex some Brother) and (hasSex some Thing) SubClassOf Brother,  False.
Thing and (hasSex some (Brother and Thing)) SubClassOf Thing and (hasSex some (Brother and Thing)),  False.
Thing and (hasSex some (Brother and Thing)) SubClassOf Brother,  False.
Thing and (hasSex some Thing) SubClassOf Brother,  False.
Father and Woman SubClassOf Parent,  False.
Brother SubClassOf hasSibling some Daughter,  False.
Sex SubClassOf hasParent some Female,  False.
Father SubClassOf hasChild some Mother,  False.
Can Parent that is also Person be considered a subcategory of 'Father'?,  False.
Can GrandParent that is also Person be considered a subcategory of 'Woman'?,  False.
Can GrandFather be considered a subcategory of 'OffSpring'?,  False.
Can something that hasParent some GrandMother be considered a subcategory of 'Male'?,  False.
Can GrandMother that is also GrandParent be considered a subcategory of 'OffSpring'?,  False.
Can Son be considered a subcategory of 'something that hasSex some Parent'?,  True,
Can Son be considered a subcategory of 'GrandMother'?,  False.
Can Son be considered a subcategory of 'Female'?,  False.
Can Son be considered a subcategory of 'Father'?,  False.
Can Son be considered a subcategory of 'Child'?,  True.
Can Son be considered a subcategory of 'Thing'?,  True.
Can Son be considered a subcategory of 'Child that is also Thing'?,  True.
Can Son be considered a subcategory of 'Person'?,  True.
Can Son be considered a subcategory of 'Child that is also Person that is also Thing'?,  True.
Can Son be considered a subcategory of 'Brother'?,  False.
Can Son be considered a subcategory of 'Parent'?,  False.
Can Son be considered a subcategory of 'Daughter'?,  False.
Can Son be considered a subcategory of 'Man'?,  False.
Can Son be considered a subcategory of 'Mother'?,  False.
Can Son be considered a subcategory of 'GrandParent'?,  False.
Can Son be considered a subcategory of 'Sex'?,  False.
Can Son be considered a subcategory of 'Sister'?,  False.
Can Son be considered a subcategory of 'OffSpring'?,  True.
Can Son be considered a subcategory of 'Child that is also OffSpring that is also Person that is also Thing'?,  True.
Can Son be considered a subcategory of 'Woman'?,  False.
Can Son be considered a subcategory of 'Male'?,  False.
Can Son be considered a subcategory of 'Sibling'?,  False.
Can Son be considered a subcategory of 'GrandFather'?,  False.
Can Parent be considered a subcategory of 'something that hasChild some Male'?,  False.
Can Female that is also GrandMother be considered a subcategory of 'Daughter'?,  False.
Can GrandFather be considered a subcategory of 'Daughter'?,  False.
Can Father that is also Mother be considered a subcategory of 'Male'?,  False.
